split,prompt_tokens,response_tokens,instruction_type
full,343,46,reasoning
full,562,27,reasoning
full,11,325,other
full,12,232,other
full,4,18,other
full,1,33,other
full,205,1,classify
full,50,41,other
full,185,12,write
full,54,57,other
full,43,21,other
full,201,107,write
full,209,161,write
full,10,52,other
full,5,312,other
full,759,39,other
full,34,36,reasoning
full,139,33,other
full,9,257,write
full,8,194,other
full,1,3,other
full,24,556,write
full,130,143,write
full,86,17,translate
full,45,139,other
full,75,1,write
full,57,418,write
full,88,179,write
full,784,1,other
full,291,18,other
full,114,82,other
full,1076,24,summarize
full,5,157,other
full,22,235,other
full,23,40,write
full,20,42,other
full,1,1,other
full,11,411,other
full,64,2,analyze
full,18,151,other
full,85,185,other
full,51,47,other
full,75,54,reasoning
full,7,159,other
full,287,1,other
full,16,46,other
full,13,391,write
full,842,38,reasoning
full,57,401,write
full,4,26,other
full,19,27,write
full,8,116,other
full,9,170,other
full,2399,73,write
full,17,228,write
full,63,13,reasoning
full,227,77,other
full,1,11,other
full,35,160,other
full,19,326,other
full,93,41,reasoning
full,70,399,other
full,374,5,reasoning
full,245,1,reasoning
full,30,81,reasoning
full,69,197,other
full,251,52,reasoning
full,302,16,reasoning
full,9,112,other
full,39,336,other
full,2,200,other
full,2,8,other
full,10,123,other
full,4,15,other
full,250,25,classify
full,70,334,reasoning
full,828,27,write
full,613,97,other
full,10,194,reasoning
full,364,15,reasoning
full,170,20,other
full,7,132,write
full,71,506,other
full,17,61,other
full,128,37,write
full,12,140,translate
full,117,6,other
full,27,16,other
full,902,13,other
full,49,19,other
full,17,5,other
full,175,294,write
full,17,1,other
full,6,253,other
full,292,24,reasoning
full,1,64,other
full,354,18,write
full,19,349,other
full,98,178,write
full,740,33,other
full,21,8,other
full,10,518,write
full,30,5,write
full,270,153,reasoning
full,64,81,other
full,65,584,analyze
full,9,193,other
full,13,464,other
full,47,25,other
full,15,353,other
full,61,1,other
full,111,350,reasoning
full,6,304,write
full,42,18,other
full,20,50,write
full,1,12,other
full,494,1,reasoning
full,172,18,translate
full,54,29,other
full,203,28,reasoning
full,84,70,write
full,1,117,other
full,126,12,other
full,156,34,other
full,137,28,translate
full,5,159,other
full,100,348,other
full,65,5,translate
full,26,348,other
full,81,355,analyze
full,147,2,other
full,867,15,summarize
full,113,8,write
full,21,16,other
full,21,200,write
full,7,87,analyze
full,8,275,other
full,2646,45,write
full,23,18,write
full,9,292,other
full,680,256,other
full,13,216,reasoning
full,30,1,classify
full,36,281,other
full,190,29,other
full,14,39,other
full,111,967,write
full,143,3,reasoning
full,8,83,write
full,243,31,reasoning
full,3,18,other
full,19,58,analyze
full,528,3,other
full,44,338,other
full,584,4,write
full,353,21,other
full,240,1,other
full,16,79,write
full,15,105,other
full,5,37,other
full,74,498,reasoning
full,633,58,reasoning
full,61,48,other
full,27,444,other
full,2762,28,translate
full,365,18,reasoning
full,2322,7,write
full,22,34,other
full,43,511,analyze
full,468,64,reasoning
full,55,13,reasoning
full,561,226,other
full,754,11,other
full,61,515,reasoning
full,29,70,other
full,103,1,classify
full,6,176,other
full,22,18,other
full,103,19,translate
full,37,12,write
full,5,10,other
full,44,29,other
full,11,147,other
full,246,1,write
full,821,1,write
full,5,91,other
full,98,497,write
full,52,263,write
full,45,78,reasoning
full,11,160,write
full,10,128,other
full,23,106,write
full,211,1,other
full,14,197,other
full,14,14,write
full,156,125,other
full,43,172,write
full,237,23,other
full,352,21,reasoning
full,12,36,write
full,237,7,reasoning
full,97,49,other
full,13,123,other
full,13,46,other
full,49,8,write
full,139,26,translate
full,137,72,summarize
full,67,205,analyze
full,748,1,translate
full,53,193,other
full,10,244,other
full,58,90,other
full,1049,12,summarize
full,182,16,translate
full,26,13,other
full,63,4,translate
full,4,6,other
full,47,24,other
full,49,573,other
full,6,174,other
full,18,24,other
full,22,20,other
full,70,330,summarize
full,49,86,write
full,14,32,translate
full,26,17,summarize
full,50,32,write
full,15,98,other
full,17,193,other
full,305,57,reasoning
full,1883,28,summarize
full,44,14,reasoning
full,112,20,translate
full,9,388,other
full,44,61,reasoning
full,2,233,other
full,112,483,analyze
full,18,172,other
full,55,78,write
full,24,76,other
full,9,112,other
full,86,1,other
full,7,7,other
full,53,283,write
full,271,27,reasoning
full,217,19,reasoning
full,74,13,translate
full,80,323,other
full,17,61,analyze
full,12,1650,other
full,18,217,reasoning
full,55,156,other
full,8,125,write
full,1,32,other
full,1,9,other
full,21,14,translate
full,293,36,translate
full,25,2,other
full,12,54,other
full,45,17,other
full,2183,25,translate
full,9,4,write
full,44,20,other
full,24,241,other
full,185,1,other
full,15,162,other
full,121,200,other
full,13,1,write
full,26,56,write
full,2,73,other
full,41,175,other
full,323,20,reasoning
full,36,13,other
full,14,112,write
full,5,185,other
full,55,7,write
full,356,25,reasoning
full,90,53,other
full,62,118,classify
full,41,293,other
full,24,8,write
full,26,40,other
full,21,215,other
full,327,19,reasoning
full,9,28,other
full,606,156,write
full,7,169,other
full,1242,2,reasoning
full,12,105,translate
full,3,1,other
full,7,127,other
full,49,15,reasoning
full,398,105,reasoning
full,1,5,other
full,41,298,write
full,10,259,other
full,873,29,summarize
full,551,4,write
full,1,429,other
full,29,36,reasoning
full,110,22,write
full,17,40,other
full,124,19,write
full,477,115,analyze
full,8,260,other
full,88,273,other
full,9,108,other
full,32,335,write
full,3,8,other
full,20,360,other
full,10,37,other
full,101,66,other
full,13,55,other
full,34,36,other
full,54,280,other
full,354,361,other
full,20,42,other
full,57,52,other
full,10,33,other
full,84,62,reasoning
full,26,22,other
full,19,5,write
full,2050,9,write
full,32,26,other
full,287,1,classify
full,66,251,other
full,8,44,other
full,59,311,write
full,2,165,other
full,4,42,other
full,1,1,other
full,1,4,other
full,10,78,other
full,1092,2,reasoning
full,185,1,other
full,123,34,translate
full,253,38,reasoning
full,282,18,other
full,81,392,other
full,56,294,other
full,7,2,other
full,514,5,other
full,23,412,other
full,35,14,other
full,45,2,other
full,6,286,reasoning
full,26,233,other
full,228,1,reasoning
full,111,316,other
full,4,244,other
full,14,41,other
full,337,35,reasoning
full,10,19,write
full,1799,5,write
full,18,131,write
full,97,47,reasoning
full,1,63,other
full,26,153,other
full,139,1,reasoning
full,1,55,other
full,53,324,other
full,1,12,other
full,11,110,reasoning
full,12,229,other
full,79,487,translate
full,612,79,summarize
full,6,61,other
full,15,307,other
full,182,30,reasoning
full,617,78,summarize
full,28,2,write
full,233,23,other
full,18,58,other
full,836,114,reasoning
full,19,201,other
full,7,313,reasoning
full,1,1,other
full,41,16,reasoning
full,149,2,reasoning
full,14,50,other
full,22,28,other
full,21,8,summarize
full,15,234,analyze
full,8,110,other
full,1,4,other
full,143,123,reasoning
full,24,95,other
full,15,276,other
full,16,39,other
full,88,514,write
full,21,40,other
full,162,1,other
full,2,33,other
full,19,196,summarize
full,12,310,other
full,23,117,other
full,170,2,reasoning
full,573,77,reasoning
full,16,232,other
full,201,68,classify
full,11,270,other
full,5,60,other
full,20,491,analyze
full,71,29,summarize
full,74,233,other
full,13,203,other
full,16,323,other
full,11,253,other
full,280,11,write
full,1,77,other
full,287,32,other
full,609,1,reasoning
full,50,252,other
full,7,341,write
full,37,131,other
full,27,44,reasoning
full,63,1,other
full,421,81,reasoning
full,27,41,write
full,18,260,write
full,5,218,other
full,8,17,translate
full,173,2,reasoning
full,9,157,other
full,7,94,write
full,13,1,other
full,1154,2,write
full,7,88,other
full,46,4,write
full,9,58,other
full,86,178,write
full,21,65,other
full,12,7,other
full,11,33,other
full,188,38,other
full,15,6,write
full,19,24,other
full,2,424,other
full,18,10,other
full,24,9,reasoning
full,7,58,other
full,51,95,other
full,131,1,classify
full,11,97,other
full,40,26,other
full,18,274,write
full,10,495,other
full,6,115,other
full,6,7,other
full,13,8,other
full,87,279,other
full,16,38,write
full,2489,83,summarize
full,12,4,write
full,3,11,other
full,252,25,reasoning
full,102,1597,write
full,191,113,analyze
full,1,1,other
full,64,354,other
full,31,296,other
full,12,239,other
full,42,18,other
full,28,94,reasoning
full,680,83,other
full,10,31,write
full,71,1,translate
full,31,1,other
full,36,145,reasoning
full,136,10,reasoning
full,32,14,reasoning
full,9,128,other
full,339,7,write
full,35,128,write
full,27,115,other
full,160,32,other
full,251,22,other
full,49,252,other
full,18,449,write
full,10,5,other
full,5,123,other
full,8,246,other
full,152,121,write
full,328,2,other
full,16,107,other
full,55,445,other
full,13,153,other
full,223,66,reasoning
full,351,32,reasoning
full,289,289,other
full,18,16,write
full,181,25,other
full,47,14,summarize
full,1,11,other
full,68,203,write
full,9,399,other
full,190,19,other
full,373,19,reasoning
full,35,13,other
full,175,191,reasoning
full,111,1,classify
full,10,138,reasoning
full,24,9,other
full,117,1,write
full,131,99,classify
full,4,11,other
full,66,49,write
full,1,1,other
full,235,63,reasoning
full,9,44,write
full,233,3,reasoning
full,15,283,write
full,20,217,other
full,60,2,other
full,65,10,translate
full,1068,23,summarize
full,24,362,write
full,8,257,write
full,71,297,other
full,1,256,other
full,111,386,analyze
full,5,180,reasoning
full,188,14,other
full,12,50,write
full,1,3,other
full,36,196,reasoning
full,1,31,other
full,35,419,reasoning
full,4,172,other
full,45,26,other
full,1,414,other
full,13,6,write
full,535,64,other
full,32,28,other
full,164,7,summarize
full,364,52,reasoning
full,1391,2,reasoning
full,1226,177,analyze
full,27,258,write
full,15,95,other
full,4,80,reasoning
full,124,435,analyze
full,40,124,other
full,1148,27,write
full,10,215,reasoning
full,471,44,reasoning
full,35,80,write
full,23,10,write
full,49,23,summarize
full,21,88,write
full,106,1,other
full,1,3,other
full,30,47,other
full,59,351,write
full,16,56,other
full,34,32,other
full,1,4,other
full,233,55,write
full,36,326,other
full,142,52,write
full,11,35,write
full,57,526,other
full,93,123,write
full,10,215,other
full,12,218,reasoning
full,10,86,other
full,93,197,other
full,47,54,other
full,91,11,translate
full,232,10,other
full,179,46,reasoning
full,1,4,other
full,49,968,other
full,158,15,other
full,2,2,other
full,16,299,other
full,10,156,write
full,43,87,other
full,10,242,other
full,287,17,other
full,151,96,other
full,7,38,other
full,69,328,reasoning
full,266,85,translate
full,53,86,analyze
full,1,401,other
full,1000,44,other
full,1,5,other
full,200,25,reasoning
full,412,2,reasoning
full,27,305,write
full,10,381,other
full,9,174,reasoning
full,44,30,other
full,375,227,write
full,138,26,other
full,287,101,write
full,22,21,other
full,1,41,other
full,1,5,other
full,134,121,other
full,179,24,analyze
full,82,549,other
full,351,23,reasoning
full,53,315,other
full,7,5,write
full,46,18,other
full,317,172,write
full,38,271,other
full,29,39,other
full,127,1,reasoning
full,178,17,other
full,17,599,other
full,34,97,other
full,295,71,reasoning
full,89,15,other
full,17,204,other
full,42,118,summarize
full,195,14,other
full,7,33,write
full,17,396,other
full,19,99,write
full,15,323,other
full,277,20,write
full,11,139,other
full,17,37,write
full,17,10,translate
full,128,135,write
full,166,32,reasoning
full,1032,2,other
full,1,3,other
full,44,54,other
full,1354,33,summarize
full,81,189,analyze
full,6,126,analyze
full,324,17,reasoning
full,20,28,write
full,3,196,other
full,54,115,reasoning
full,20,201,other
full,488,1,reasoning
full,179,288,write
full,32,12,write
full,21,21,other
full,1,1,other
full,9,225,other
full,318,15,reasoning
full,1084,18,write
full,69,135,other
full,59,4,write
full,111,16,write
full,2,10,other
full,1,52,other
full,2,68,other
full,61,85,other
full,287,27,translate
full,174,211,write
full,8,1,other
full,30,18,write
full,472,239,translate
full,33,288,write
full,6,124,other
full,274,50,classify
full,11,190,reasoning
full,337,20,reasoning
full,104,52,summarize
full,9,166,other
full,84,532,other
full,552,231,summarize
full,11,116,write
full,30,38,other
full,16,184,other
full,9,167,other
full,136,22,write
full,11,167,summarize
full,10,223,analyze
full,5,71,other
full,1,1,other
full,445,29,analyze
full,6,219,other
full,18,212,other
full,1,45,other
full,222,228,write
full,868,38,analyze
full,437,116,other
full,154,329,write
full,316,47,reasoning
full,52,199,other
full,23,35,write
full,178,1,reasoning
full,15,14,write
full,1,2,other
full,283,46,write
full,16,236,other
full,14,214,other
full,248,1,reasoning
full,17,8,other
full,33,1,other
full,25,1,other
full,25,9,other
full,46,774,other
full,1,3,other
full,323,1,reasoning
full,17,296,other
full,286,54,other
full,261,30,write
full,11,232,other
full,29,17,write
full,11,8,write
full,1,1,other
full,166,180,write
full,12,4,other
full,587,23,summarize
full,280,359,write
full,163,9,translate
full,29,333,other
full,84,619,other
full,20,13,other
full,9,75,analyze
full,97,19,reasoning
full,16,215,other
full,143,103,other
full,55,53,reasoning
full,14,92,other
full,15,20,write
full,36,10,analyze
full,101,280,write
full,11,284,other
full,7,337,other
full,46,175,analyze
full,13,20,write
full,1226,114,write
full,490,33,reasoning
full,12,133,other
full,24,55,other
full,338,9,other
full,386,1,summarize
full,25,118,other
full,124,6,write
full,9,3,other
full,277,1,other
full,1167,1,reasoning
full,122,297,reasoning
full,89,32,other
full,25,89,other
full,3,28,other
full,4,73,other
full,343,6,reasoning
full,18,175,other
full,75,7,translate
full,196,30,reasoning
full,28,12,write
full,284,17,reasoning
full,26,303,other
full,1346,171,summarize
full,129,8,summarize
full,10,13,translate
full,1,10,other
full,1,2,other
full,9,197,analyze
full,444,2,reasoning
full,1186,24,summarize
full,346,34,write
full,45,21,translate
full,91,244,reasoning
full,6,31,other
full,9,60,write
full,3,273,other
full,73,37,reasoning
full,771,2,reasoning
full,50,272,other
full,17,346,other
full,1,1,other
full,186,1,other
full,329,26,reasoning
full,7,10,other
full,34,33,other
full,57,11,translate
full,16,6,classify
full,27,250,reasoning
full,14,51,reasoning
full,22,439,write
full,1,67,other
full,9,98,other
full,1,83,other
full,1950,30,write
full,12,139,other
full,83,421,write
full,215,3,other
full,43,272,other
full,15,29,other
full,49,23,other
full,22,12,other
full,12,70,write
full,329,22,reasoning
full,310,320,reasoning
full,44,1,reasoning
full,14,286,other
full,14,14,other
full,7,125,other
full,31,497,reasoning
full,1,200,other
full,14,8,reasoning
full,1123,19,summarize
full,49,442,other
full,13,50,reasoning
full,330,235,reasoning
full,43,563,other
full,31,345,other
full,9,130,other
full,13,421,other
full,274,2,other
full,419,194,write
full,237,66,reasoning
full,333,46,reasoning
full,7,1582,other
full,38,39,other
full,26,9,reasoning
full,174,8,other
full,180,28,other
full,346,43,other
full,3,117,other
full,24,294,write
full,10,94,translate
full,326,53,reasoning
full,11,170,other
full,9,176,other
full,137,1,other
full,112,22,translate
full,20,120,write
full,412,3,other
full,1,62,other
full,11,281,other
full,4,167,other
full,309,6,reasoning
full,44,136,other
full,8,235,write
full,451,101,analyze
full,12,23,other
full,16,312,other
full,1,138,other
full,8,152,write
full,575,27,other
